id;type;model;size;diameter;Q_min;Q_max;P_min;P_max;N_y_kW;eta;price;status;corrected;eff_imputed;error
7046;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;2357.00;7955.00;643.00;2823.00;7.5000;0.0561;173600;CORRECT;0;1;No error
7047;ВО;ВО 56-355-140-1;ВО 56-355-140;1120;1977.00;18316.00;318.00;1712.00;4.0000;0.0437;306500;CORRECT;0;1;No error
7048;Ц;Ц 40-250-080-1;Ц 40-250-080;800;2623.00;12964.00;303.00;789.00;0.5500;0.4014;162200;CORRECT;0;1;No error
7049;ВО;ВО 30-160-050-4;ВО 30-160-050;500;3907.00;9428.00;140.00;3046.00;4.0000;0.0380;235300;CORRECT;0;1;No error
7050;ВЦ;ВЦ 50-315-125-4;ВЦ 50-315-125;1000;1917.00;20982.00;379.00;1654.00;0.3700;0.5455;130100;CORRECT;0;1;No error
7051;УВО;УВО 40-250-080-1;УВО 40-250-080;800;3374.00;14161.00;98.00;1932.00;2.2000;0.0417;125700;CORRECT;0;1;No error
7052;ВЦ;ВЦ 40-250-080-1;ВЦ 40-250-080;800;1567.00;14203.00;161.00;1472.00;0.7500;0.0934;302800;CORRECT;0;1;No error
7053;ВЦ;ВЦ 45-280-100-2;ВЦ 45-280-100;900;1860.00;16453.00;280.00;1503.00;0.7500;0.1929;131400;CORRECT;0;1;No error
7054;ВР;ВР 30-160-050-5;ВР 30-160-050;500;1539.00;21485.00;425.00;814.00;0.3700;0.4910;88100;CORRECT;0;1;No error
7055;Ц;Ц 30-160-040-2;Ц 30-160-040;400;2413.00;16955.00;544.00;972.00;15.0000;0.0243;124600;NEEDS CHECK;0;1;No error
7056;ВКОП;ВКОП 30-160-040-4;ВКОП 30-160-040;400;927.00;2498.00;176.00;1419.00;1.5000;0.0302;232300;NEEDS CHECK;0;1;No error
7057;Ц;Ц 45-280-100-1;Ц 45-280-100;900;365.00;6278.00;357.00;1759.00;0.3700;0.0978;88100;CORRECT;0;1;No error
7058;ВКОП;ВКОП 45-280-100-1;ВКОП 45-280-100;900;3564.00;10363.00;214.00;1864.00;3.0000;0.0706;185100;CORRECT;0;1;No error
7059;УВО;УВО 35-200-063-5;УВО 35-200-063;630;3627.00;21365.00;113.00;2672.00;1.1000;0.1035;79000;CORRECT;0;1;No error
7060;ВЦ;ВЦ 45-280-100-3;ВЦ 45-280-100;900;844.00;22429.00;567.00;1010.00;3.0000;0.0443;162300;CORRECT;0;1;No error
7061;Ц;Ц 35-200-063-1;Ц 35-200-063;630;1811.00;13408.00;206.00;3102.00;3.0000;0.0345;233000;CORRECT;0;1;No error
7062;УВО;УВО 35-200-063-3;УВО 35-200-063;630;2876.00;26498.00;450.00;2212.00;15.0000;0.0240;207100;CORRECT;0;1;No error
7063;Ц;Ц 35-200-063-2;Ц 35-200-063;630;1185.00;16800.00;192.00;3122.00;0.5500;0.1149;86600;CORRECT;0;1;No error
7064;ВКОП;ВКОП 45-280-100-1;ВКОП 45-280-100;900;804.00;4832.00;499.00;1065.00;0.5500;0.2026;83500;CORRECT;0;1;No error
7065;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;3016.00;14000.00;633.00;1662.00;11.0000;0.0482;273200;NEEDS CHECK;0;1;No error
7066;ВЦ;ВЦ 30-160-040-5;ВЦ 30-160-040;400;3187.00;22943.00;349.00;3303.00;0.7500;0.4119;62700;CORRECT;0;1;No error
7067;ВР;ВР 30-160-050-4;ВР 30-160-050;500;984.00;12791.00;107.00;357.00;0.2500;0.1170;249200;CORRECT;0;1;No error
7068;ВО;ВО 56-355-140-4;ВО 56-355-140;1120;2098.00;24170.00;447.00;3401.00;1.5000;0.1737;114600;CORRECT;0;1;No error
7069;ВР;ВР 50-315-125-4;ВР 50-315-125;1000;2896.00;13710.00;620.00;3536.00;0.5500;0.9068;131000;CORRECT;0;1;No error
7070;ВР;ВР 40-250-080-1;ВР 40-250-080;800;2194.00;13656.00;191.00;413.00;0.5500;0.2116;313800;CORRECT;0;1;No error
7071;УВО;УВО 40-250-080-3;УВО 40-250-080;800;3916.00;11043.00;224.00;1985.00;0.2500;0.9746;49800;CORRECT;0;1;No error
7072;Ц;Ц 35-200-063-3;Ц 35-200-063;630;3477.00;24125.00;421.00;1852.00;0.2500;1.6265;298100;NEEDS CHECK;0;1;No error
7073;УВО;УВО 30-160-050-2;УВО 30-160-050;500;805.00;12200.00;557.00;1727.00;4.0000;0.0311;322200;CORRECT;0;1;No error
7074;УВО;УВО 45-280-100-5;УВО 45-280-100;900;1005.00;15757.00;80.00;1993.00;11.0000;0.0020;331800;NEEDS CHECK;0;1;No error
7075;ВР;ВР 45-280-100-4;ВР 45-280-100;900;382.00;10204.00;380.00;503.00;2.2000;0.0183;77900;NEEDS CHECK;0;1;No error
7076;ВЦ;ВЦ 56-355-140-4;ВЦ 56-355-140;1120;2098.00;22545.00;625.00;1620.00;1.5000;0.2428;161800;CORRECT;0;1;No error
7077;ВЦ;ВЦ 35-200-063-3;ВЦ 35-200-063;630;3851.00;25717.00;79.00;1068.00;7.5000;0.0113;178200;NEEDS CHECK;0;1;No error
7078;ВЦ;ВЦ 35-200-063-1;ВЦ 35-200-063;630;2373.00;10384.00;81.00;1039.00;3.0000;0.0178;253100;CORRECT;0;1;No error
7079;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;511.00;27303.00;320.00;2562.00;4.0000;0.0114;53500;CORRECT;0;1;No error
7080;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;3349.00;23517.00;92.00;2176.00;5.5000;0.0156;325000;CORRECT;0;1;No error
7081;Ц;Ц 45-280-100-3;Ц 45-280-100;900;3393.00;7689.00;280.00;1923.00;4.0000;0.0660;217200;CORRECT;0;1;No error
7082;ВО;ВО 45-280-100-2;ВО 45-280-100;900;258.00;23206.00;479.00;855.00;1.5000;0.0229;173700;CORRECT;0;1;No error
7083;ВЦ;ВЦ 30-160-040-1;ВЦ 30-160-040;400;731.00;25787.00;304.00;1046.00;7.5000;0.0082;179700;CORRECT;0;1;No error
7084;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;1035.00;25428.00;207.00;1737.00;0.3700;0.1608;196400;CORRECT;0;1;No error
7085;ВР;ВР 45-280-100-5;ВР 45-280-100;900;2817.00;5564.00;118.00;805.00;0.3700;0.2496;170500;CORRECT;0;1;No error
7086;ВКОП;ВКОП 56-355-140-3;ВКОП 56-355-140;1120;933.00;5147.00;502.00;1934.00;0.3700;0.3516;325200;CORRECT;0;1;No error
7087;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;2171.00;24559.00;324.00;715.00;1.5000;0.1303;93200;CORRECT;0;1;No error
7088;ВР;ВР 30-160-050-4;ВР 30-160-050;500;3503.00;10205.00;598.00;1673.00;11.0000;0.0529;90300;NEEDS CHECK;0;1;No error
7089;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;1601.00;7355.00;574.00;3448.00;4.0000;0.0638;295900;CORRECT;0;1;No error
7090;Ц;Ц 35-200-063-1;Ц 35-200-063;630;1593.00;14848.00;482.00;956.00;15.0000;0.0142;256000;NEEDS CHECK;0;1;No error
7091;ВО;ВО 30-160-050-2;ВО 30-160-050;500;2743.00;24132.00;535.00;2986.00;11.0000;0.0371;80000;CORRECT;0;1;No error
7092;Ц;Ц 30-160-050-4;Ц 30-160-050;500;2483.00;28241.00;508.00;2144.00;1.5000;0.2336;238300;CORRECT;0;1;No error
7093;ВО;ВО 30-160-040-1;ВО 30-160-040;400;2055.00;8718.00;43.00;2431.00;1.5000;0.0164;240300;CORRECT;0;1;No error
7094;Ц;Ц 35-200-063-4;Ц 35-200-063;630;3270.00;31213.00;47.00;1387.00;3.0000;0.0142;115200;CORRECT;0;1;No error
7095;ВКОП;ВКОП 45-280-100-5;ВКОП 45-280-100;900;2499.00;28103.00;159.00;2637.00;0.5500;0.2007;304100;CORRECT;0;1;No error
7096;УВО;УВО 45-280-100-3;УВО 45-280-100;900;690.00;21668.00;73.00;2736.00;1.5000;0.0093;208600;CORRECT;0;1;No error
7097;УВО;УВО 56-355-140-4;УВО 56-355-140;1120;1401.00;3176.00;149.00;423.00;1.1000;0.0527;116700;NEEDS CHECK;0;1;No error
7098;Ц;Ц 35-200-063-4;Ц 35-200-063;630;826.00;10522.00;388.00;2125.00;0.3700;0.2406;235700;CORRECT;0;1;No error
7099;ВКОП;ВКОП 40-250-080-3;ВКОП 40-250-080;800;3225.00;13549.00;456.00;599.00;0.2500;1.6340;216800;NEEDS CHECK;0;1;No error
7100;ВО;ВО 50-315-125-1;ВО 50-315-125;1000;3761.00;8764.00;577.00;3096.00;5.5000;0.1096;235000;CORRECT;0;1;No error
7101;ВКОП;ВКОП 30-160-040-3;ВКОП 30-160-040;400;3345.00;14782.00;365.00;921.00;0.5500;0.6166;156300;CORRECT;0;1;No error
7102;УВО;УВО 56-355-140-1;УВО 56-355-140;1120;1148.00;3256.00;323.00;1648.00;15.0000;0.0069;328800;NEEDS CHECK;0;1;No error
7103;ВКОП;ВКОП 56-355-140-5;ВКОП 56-355-140;1120;2564.00;25689.00;599.00;1866.00;4.0000;0.1067;200900;CORRECT;0;1;No error
7104;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;1477.00;15745.00;135.00;2879.00;1.5000;0.0369;72200;CORRECT;0;1;No error
7105;ВО;ВО 30-160-040-1;ВО 30-160-040;400;2609.00;3240.00;149.00;2152.00;0.2500;0.4319;234300;CORRECT;0;1;No error
7106;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;1282.00;6985.00;645.00;2993.00;15.0000;0.0153;87900;NEEDS CHECK;0;1;No error
7107;ВР;ВР 30-160-050-2;ВР 30-160-050;500;2856.00;22001.00;146.00;2779.00;15.0000;0.0077;291500;CORRECT;0;1;No error
7108;ВО;ВО 50-315-125-2;ВО 50-315-125;1000;893.00;25571.00;561.00;1588.00;2.2000;0.0633;319100;CORRECT;0;1;No error
7109;ВР;ВР 45-280-100-2;ВР 45-280-100;900;2217.00;20659.00;283.00;576.00;2.2000;0.0792;248600;CORRECT;0;1;No error
7110;ВО;ВО 56-355-140-5;ВО 56-355-140;1120;1398.00;13178.00;179.00;1885.00;5.5000;0.0126;195800;CORRECT;0;1;No error
7111;ВР;ВР 30-160-050-5;ВР 30-160-050;500;3706.00;8290.00;470.00;1564.00;7.5000;0.0645;305900;NEEDS CHECK;0;1;No error
7112;ВКОП;ВКОП 30-160-040-4;ВКОП 30-160-040;400;2619.00;9383.00;299.00;3180.00;0.5500;0.3955;141600;CORRECT;0;1;No error
7113;Ц;Ц 45-280-100-1;Ц 45-280-100;900;2948.00;11600.00;175.00;3137.00;0.2500;0.5732;176000;CORRECT;0;1;No error
7114;Ц;Ц 30-160-040-1;Ц 30-160-040;400;3001.00;16435.00;176.00;1119.00;1.1000;0.1334;46400;CORRECT;0;1;No error
7115;Ц;Ц 30-160-050-1;Ц 30-160-050;500;3599.00;26912.00;54.00;1797.00;0.3700;0.1459;153100;CORRECT;0;1;No error
7116;ВЦ;ВЦ 30-160-050-2;ВЦ 30-160-050;500;3166.00;24898.00;166.00;1726.00;1.5000;0.0973;243500;CORRECT;0;1;No error
7117;Ц;Ц 45-280-100-3;Ц 45-280-100;900;2016.00;24245.00;246.00;2897.00;0.5500;0.2505;249000;CORRECT;0;1;No error
7118;ВР;ВР 30-160-050-2;ВР 30-160-050;500;2206.00;18726.00;320.00;2161.00;0.2500;0.7844;46600;CORRECT;0;1;No error
7119;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;451.00;26555.00;101.00;3216.00;3.0000;0.0042;196500;CORRECT;0;1;No error
7120;ВО;ВО 40-250-080-1;ВО 40-250-080;800;3809.00;13720.00;184.00;1394.00;1.1000;0.1770;268400;CORRECT;0;1;No error
7121;ВКОП;ВКОП 40-250-080-5;ВКОП 40-250-080;800;467.00;20184.00;505.00;1979.00;1.1000;0.0596;162600;CORRECT;0;1;No error
7122;ВЦ;ВЦ 30-160-050-3;ВЦ 30-160-050;500;3638.00;19762.00;439.00;1593.00;0.5500;0.8066;160600;CORRECT;0;1;No error
7123;ВЦ;ВЦ 30-160-050-1;ВЦ 30-160-050;500;3399.00;11580.00;537.00;2162.00;0.7500;0.6760;312200;CORRECT;0;1;No error
7124;Ц;Ц 30-160-050-1;Ц 30-160-050;500;1296.00;25429.00;419.00;2607.00;1.1000;0.1371;96800;CORRECT;0;1;No error
7125;ВР;ВР 56-355-140-5;ВР 56-355-140;1120;3474.00;14139.00;453.00;586.00;0.3700;1.1815;101100;NEEDS CHECK;0;1;No error
7126;ВО;ВО 35-200-063-3;ВО 35-200-063;630;3516.00;12021.00;609.00;3172.00;5.5000;0.1081;140900;CORRECT;0;1;No error
7127;Ц;Ц 40-250-080-5;Ц 40-250-080;800;213.00;5598.00;60.00;1450.00;15.0000;0.0002;335300;NEEDS CHECK;0;1;No error
7128;ВЦ;ВЦ 45-280-100-3;ВЦ 45-280-100;900;205.00;16467.00;238.00;1055.00;0.3700;0.0366;205600;CORRECT;0;1;No error
7129;Ц;Ц 56-355-140-4;Ц 56-355-140;1120;1228.00;24535.00;318.00;2769.00;0.7500;0.1446;255700;CORRECT;0;1;No error
7130;Ц;Ц 56-355-140-5;Ц 56-355-140;1120;2515.00;21496.00;405.00;848.00;2.2000;0.1286;147900;CORRECT;0;1;No error
7131;ВО;ВО 35-200-063-1;ВО 35-200-063;630;3713.00;15227.00;405.00;2385.00;15.0000;0.0278;324100;NEEDS CHECK;0;1;No error
7132;ВР;ВР 40-250-080-2;ВР 40-250-080;800;1964.00;20893.00;56.00;2931.00;0.3700;0.0826;116800;CORRECT;0;1;No error
7133;ВО;ВО 40-250-080-1;ВО 40-250-080;800;1039.00;16844.00;462.00;2703.00;11.0000;0.0121;98700;CORRECT;0;1;No error
7134;Ц;Ц 45-280-100-4;Ц 45-280-100;900;3142.00;8089.00;266.00;3338.00;0.7500;0.3095;239400;CORRECT;0;1;No error
7135;ВКОП;ВКОП 30-160-040-3;ВКОП 30-160-040;400;247.00;19998.00;458.00;1000.00;1.1000;0.0286;280800;CORRECT;0;1;No error
7136;ВО;ВО 30-160-040-3;ВО 30-160-040;400;3982.00;12238.00;161.00;594.00;15.0000;0.0119;326400;NEEDS CHECK;0;1;No error
7137;Ц;Ц 50-315-125-2;Ц 50-315-125;1000;380.00;16477.00;323.00;2589.00;0.5500;0.0620;48300;CORRECT;0;1;No error
7138;ВЦ;ВЦ 56-355-140-2;ВЦ 56-355-140;1120;3459.00;17453.00;378.00;837.00;0.3700;0.9816;165200;CORRECT;0;1;No error
7139;УВО;УВО 35-200-063-1;УВО 35-200-063;630;1949.00;25267.00;397.00;1908.00;15.0000;0.0143;336600;NEEDS CHECK;0;1;No error
7140;Ц;Ц 30-160-050-1;Ц 30-160-050;500;3226.00;6921.00;625.00;762.00;7.5000;0.0747;145900;NEEDS CHECK;0;1;No error
7141;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;1159.00;25824.00;86.00;3136.00;0.5500;0.0503;154600;CORRECT;0;1;No error
7142;ВО;ВО 30-160-050-3;ВО 30-160-050;500;2087.00;4594.00;500.00;1474.00;5.5000;0.0527;61500;NEEDS CHECK;0;1;No error
7143;ВКОП;ВКОП 50-315-125-2;ВКОП 50-315-125;1000;1701.00;22750.00;346.00;3208.00;2.2000;0.0743;78100;CORRECT;0;1;No error
7144;ВО;ВО 40-250-080-4;ВО 40-250-080;800;231.00;6346.00;423.00;616.00;4.0000;0.0068;265300;NEEDS CHECK;0;1;No error
7145;ВКОП;ВКОП 30-160-040-2;ВКОП 30-160-040;400;1067.00;3966.00;197.00;1947.00;0.3700;0.1578;165100;CORRECT;0;1;No error
7146;Ц;Ц 56-355-140-2;Ц 56-355-140;1120;1290.00;25176.00;572.00;3545.00;4.0000;0.0512;323300;CORRECT;0;1;No error
7147;УВО;УВО 45-280-100-3;УВО 45-280-100;900;3830.00;19175.00;201.00;2685.00;4.0000;0.0535;158000;CORRECT;0;1;No error
7148;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;2702.00;30618.00;495.00;1688.00;1.5000;0.2477;157200;CORRECT;0;1;No error
7149;Ц;Ц 56-355-140-1;Ц 56-355-140;1120;1003.00;14800.00;342.00;1930.00;15.0000;0.0064;288700;NEEDS CHECK;0;1;No error
7150;ВКОП;ВКОП 56-355-140-5;ВКОП 56-355-140;1120;672.00;27275.00;169.00;439.00;0.7500;0.0421;324700;CORRECT;0;1;No error
7151;ВКОП;ВКОП 45-280-100-4;ВКОП 45-280-100;900;1816.00;23603.00;634.00;3602.00;11.0000;0.0291;72600;CORRECT;0;1;No error
7152;УВО;УВО 30-160-050-5;УВО 30-160-050;500;3787.00;11882.00;169.00;1204.00;0.2500;0.7111;330000;CORRECT;0;1;No error
7153;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;2462.00;5700.00;387.00;2587.00;4.0000;0.0662;181100;CORRECT;0;1;No error
7154;ВР;ВР 35-200-063-5;ВР 35-200-063;630;757.00;28392.00;222.00;452.00;2.2000;0.0212;152600;CORRECT;0;1;No error
7155;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;3062.00;24410.00;131.00;2302.00;0.5500;0.2026;276900;CORRECT;0;1;No error
7156;ВКОП;ВКОП 40-250-080-5;ВКОП 40-250-080;800;528.00;25202.00;369.00;2306.00;0.5500;0.0984;189800;CORRECT;0;1;No error
7157;ВР;ВР 30-160-040-1;ВР 30-160-040;400;3335.00;4212.00;67.00;2840.00;11.0000;0.0056;60900;NEEDS CHECK;0;1;No error
7158;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;3302.00;28122.00;639.00;1021.00;0.3700;1.5841;144800;NEEDS CHECK;0;1;No error
7159;ВЦ;ВЦ 56-355-140-1;ВЦ 56-355-140;1120;1998.00;28176.00;591.00;3293.00;1.5000;0.2187;58500;CORRECT;0;1;No error
7160;Ц;Ц 30-160-050-3;Ц 30-160-050;500;1481.00;14401.00;157.00;2271.00;7.5000;0.0086;198100;CORRECT;0;1;No error
7161;ВР;ВР 30-160-050-1;ВР 30-160-050;500;2435.00;29567.00;191.00;2700.00;7.5000;0.0172;328100;CORRECT;0;1;No error
7162;ВЦ;ВЦ 35-200-063-4;ВЦ 35-200-063;630;2339.00;28004.00;118.00;784.00;0.5500;0.1394;196500;CORRECT;0;1;No error
7163;УВО;УВО 45-280-100-1;УВО 45-280-100;900;1486.00;14419.00;520.00;735.00;4.0000;0.0537;290000;CORRECT;0;1;No error
7164;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;400.00;991.00;307.00;1363.00;2.2000;0.0155;224000;NEEDS CHECK;0;1;No error
7165;ВКОП;ВКОП 35-200-063-5;ВКОП 35-200-063;630;1326.00;19194.00;193.00;1902.00;2.2000;0.0323;109400;CORRECT;0;1;No error
7166;ВО;ВО 40-250-080-2;ВО 40-250-080;800;3467.00;12795.00;563.00;1546.00;1.5000;0.3615;70600;CORRECT;0;1;No error
7167;ВР;ВР 35-200-063-2;ВР 35-200-063;630;3415.00;22816.00;424.00;3462.00;0.2500;1.6088;65600;NEEDS CHECK;0;1;No error
7168;Ц;Ц 40-250-080-1;Ц 40-250-080;800;1865.00;9178.00;286.00;2016.00;5.5000;0.0269;337600;NEEDS CHECK;0;1;No error
7169;ВЦ;ВЦ 45-280-100-3;ВЦ 45-280-100;900;3421.00;4477.00;578.00;1384.00;0.5500;0.9987;76800;CORRECT;0;1;No error
7170;ВР;ВР 56-355-140-1;ВР 56-355-140;1120;701.00;14035.00;298.00;2513.00;0.3700;0.1568;322500;CORRECT;0;1;No error
7171;Ц;Ц 30-160-040-3;Ц 30-160-040;400;2762.00;27290.00;304.00;2990.00;0.5500;0.4241;293300;CORRECT;0;1;No error
7172;ВЦ;ВЦ 30-160-050-5;ВЦ 30-160-050;500;994.00;13883.00;232.00;2446.00;7.5000;0.0085;254500;CORRECT;0;1;No error
7173;ВР;ВР 30-160-050-2;ВР 30-160-050;500;2956.00;5603.00;184.00;3087.00;2.2000;0.0687;199700;CORRECT;0;1;No error
7174;Ц;Ц 30-160-050-5;Ц 30-160-050;500;2540.00;24181.00;354.00;2073.00;1.1000;0.2271;55800;CORRECT;0;1;No error
7175;ВО;ВО 40-250-080-2;ВО 40-250-080;800;1708.00;25874.00;581.00;2395.00;0.7500;0.3675;207300;CORRECT;0;1;No error
7176;ВР;ВР 30-160-040-4;ВР 30-160-040;400;3777.00;5613.00;439.00;1683.00;7.5000;0.0614;127100;NEEDS CHECK;0;1;No error
7177;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;3303.00;13325.00;83.00;897.00;2.2000;0.0346;165100;CORRECT;0;1;No error
7178;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;1592.00;19900.00;231.00;1484.00;0.7500;0.1362;57100;CORRECT;0;1;No error
7179;Ц;Ц 30-160-040-4;Ц 30-160-040;400;1745.00;12328.00;461.00;1657.00;1.1000;0.2031;323000;CORRECT;0;1;No error
7180;УВО;УВО 30-160-040-2;УВО 30-160-040;400;3193.00;7263.00;417.00;1455.00;4.0000;0.0925;307600;CORRECT;0;1;No error
7181;УВО;УВО 30-160-050-3;УВО 30-160-050;500;1558.00;25831.00;177.00;2134.00;5.5000;0.0139;77200;CORRECT;0;1;No error
7182;Ц;Ц 50-315-125-3;Ц 50-315-125;1000;353.00;10345.00;98.00;1341.00;0.7500;0.0128;158300;CORRECT;0;1;No error
7183;ВО;ВО 56-355-140-3;ВО 56-355-140;1120;995.00;28644.00;578.00;1683.00;5.5000;0.0290;109000;CORRECT;0;1;No error
7184;ВЦ;ВЦ 50-315-125-2;ВЦ 50-315-125;1000;3504.00;8637.00;144.00;562.00;0.3700;0.3788;283400;CORRECT;0;1;No error
7185;УВО;УВО 40-250-080-1;УВО 40-250-080;800;2429.00;4512.00;243.00;1280.00;5.5000;0.0298;148800;NEEDS CHECK;0;1;No error
7186;ВЦ;ВЦ 30-160-050-2;ВЦ 30-160-050;500;1858.00;23461.00;370.00;1344.00;0.2500;0.7638;63200;CORRECT;0;1;No error
7187;Ц;Ц 30-160-040-1;Ц 30-160-040;400;3960.00;29037.00;557.00;2641.00;15.0000;0.0408;249100;CORRECT;0;1;No error
7188;ВКОП;ВКОП 40-250-080-5;ВКОП 40-250-080;800;3715.00;17558.00;605.00;3605.00;4.0000;0.1561;50500;CORRECT;0;1;No error
7189;ВО;ВО 30-160-050-1;ВО 30-160-050;500;3520.00;4983.00;640.00;1127.00;1.5000;0.4172;262500;CORRECT;0;1;No error
7190;ВКОП;ВКОП 45-280-100-2;ВКОП 45-280-100;900;3630.00;23698.00;576.00;679.00;0.7500;0.7744;242800;CORRECT;0;1;No error
7191;ВР;ВР 40-250-080-4;ВР 40-250-080;800;1280.00;25676.00;330.00;2821.00;0.3700;0.3171;262800;CORRECT;0;1;No error
7192;ВКОП;ВКОП 45-280-100-2;ВКОП 45-280-100;900;1804.00;14359.00;394.00;992.00;0.2500;0.7898;208100;CORRECT;0;1;No error
7193;УВО;УВО 30-160-040-1;УВО 30-160-040;400;3766.00;21500.00;628.00;1852.00;0.3700;1.7756;198200;NEEDS CHECK;0;1;No error
7194;ВО;ВО 30-160-050-4;ВО 30-160-050;500;2370.00;18511.00;391.00;549.00;5.5000;0.0468;258500;NEEDS CHECK;0;1;No error
7195;ВО;ВО 30-160-050-2;ВО 30-160-050;500;1083.00;21459.00;557.00;1212.00;0.3700;0.4529;281600;CORRECT;0;1;No error
7196;ВР;ВР 35-200-063-3;ВР 35-200-063;630;1913.00;4927.00;134.00;1229.00;0.2500;0.2848;199100;CORRECT;0;1;No error
7197;ВО;ВО 45-280-100-5;ВО 45-280-100;900;1868.00;26850.00;83.00;1635.00;7.5000;0.0057;221900;CORRECT;0;1;No error
7198;ВО;ВО 40-250-080-4;ВО 40-250-080;800;1955.00;16721.00;87.00;2264.00;11.0000;0.0043;106000;NEEDS CHECK;0;1;No error
7199;Ц;Ц 30-160-050-4;Ц 30-160-050;500;3396.00;4484.00;83.00;923.00;0.2500;0.3132;151500;CORRECT;0;1;No error
7200;ВР;ВР 40-250-080-4;ВР 40-250-080;800;3823.00;24227.00;130.00;3304.00;0.2500;0.5522;125700;CORRECT;0;1;No error
7201;Ц;Ц 40-250-080-1;Ц 40-250-080;800;1512.00;26429.00;257.00;716.00;0.5500;0.1963;159600;CORRECT;0;1;No error
7202;ВР;ВР 35-200-063-3;ВР 35-200-063;630;413.00;27697.00;480.00;2615.00;4.0000;0.0138;273700;CORRECT;0;1;No error
7203;УВО;УВО 30-160-040-4;УВО 30-160-040;400;2765.00;19166.00;474.00;3649.00;4.0000;0.0910;119700;CORRECT;0;1;No error
7204;УВО;УВО 30-160-050-5;УВО 30-160-050;500;3605.00;12748.00;337.00;3457.00;0.2500;1.3499;171900;NEEDS CHECK;0;1;No error
7205;ВР;ВР 45-280-100-1;ВР 45-280-100;900;3451.00;21246.00;498.00;1342.00;1.5000;0.3183;169400;CORRECT;0;1;No error
7206;ВЦ;ВЦ 56-355-140-5;ВЦ 56-355-140;1120;3217.00;21038.00;179.00;1897.00;0.2500;0.6398;167500;CORRECT;0;1;No error
7207;Ц;Ц 35-200-063-5;Ц 35-200-063;630;3164.00;7731.00;94.00;563.00;7.5000;0.0110;281700;NEEDS CHECK;0;1;No error
7208;Ц;Ц 50-315-125-1;Ц 50-315-125;1000;2680.00;30123.00;88.00;2216.00;1.5000;0.0437;78900;CORRECT;0;1;No error
7209;ВР;ВР 35-200-063-5;ВР 35-200-063;630;944.00;1960.00;503.00;1598.00;5.5000;0.0240;256200;NEEDS CHECK;0;1;No error
7210;УВО;УВО 50-315-125-5;УВО 50-315-125;1000;2754.00;23765.00;470.00;3660.00;5.5000;0.0654;242000;CORRECT;0;1;No error
7211;Ц;Ц 35-200-063-5;Ц 35-200-063;630;2828.00;23141.00;507.00;924.00;4.0000;0.0996;121100;CORRECT;0;1;No error
7212;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;2572.00;15658.00;622.00;1688.00;0.5500;0.8080;98900;CORRECT;0;1;No error
7213;ВР;ВР 30-160-040-5;ВР 30-160-040;400;3834.00;14478.00;623.00;3207.00;15.0000;0.0442;136800;NEEDS CHECK;0;1;No error
7214;ВО;ВО 30-160-040-2;ВО 30-160-040;400;3637.00;29707.00;268.00;1523.00;15.0000;0.0181;270300;NEEDS CHECK;0;1;No error
7215;ВЦ;ВЦ 45-280-100-5;ВЦ 45-280-100;900;424.00;14287.00;63.00;2398.00;3.0000;0.0025;253600;CORRECT;0;1;No error
7216;Ц;Ц 30-160-040-4;Ц 30-160-040;400;3328.00;17515.00;71.00;2750.00;3.0000;0.0219;158100;CORRECT;0;1;No error
7217;ВР;ВР 45-280-100-2;ВР 45-280-100;900;2329.00;22710.00;265.00;1649.00;7.5000;0.0229;234600;CORRECT;0;1;No error
7218;Ц;Ц 30-160-050-5;Ц 30-160-050;500;767.00;22804.00;614.00;3764.00;0.2500;0.5233;46600;CORRECT;0;1;No error
7219;ВР;ВР 40-250-080-1;ВР 40-250-080;800;783.00;24061.00;619.00;3167.00;2.2000;0.0612;60600;CORRECT;0;1;No error
7220;УВО;УВО 56-355-140-2;УВО 56-355-140;1120;1863.00;21712.00;407.00;2687.00;7.5000;0.0281;272600;CORRECT;0;1;No error
7221;Ц;Ц 35-200-063-1;Ц 35-200-063;630;3409.00;21951.00;431.00;2827.00;2.2000;0.1855;258300;CORRECT;0;1;No error
7222;Ц;Ц 30-160-040-2;Ц 30-160-040;400;261.00;19169.00;533.00;2327.00;0.3700;0.1044;121300;CORRECT;0;1;No error
