id;type;model;size;diameter;Q_min;Q_max;P_min;P_max;N_y_kW;eta;price;status;corrected;eff_imputed;error
7729;УВО;УВО 30-160-040-4;УВО 30-160-040;400;1399.00;27340.00;638.00;2874.00;0.2500;0.9917;197000;ERROR DETECTED;0;1;E4: Efficiency OOR
7730;ВР;ВР 30-160-040-5;ВР 30-160-040;400;882.00;23103.00;567.00;2232.00;0.2500;0.5557;134600;ERROR DETECTED;0;1;E4: Efficiency OOR
7731;ВКОП;ВКОП 56-355-140-1;ВКОП 56-355-140;1120;871.00;14428.00;182.00;2110.00;0.2500;0.1761;254800;ERROR DETECTED;0;1;E4: Efficiency OOR
7732;ВР;ВР 45-280-100-5;ВР 45-280-100;900;3893.00;6398.00;58.00;2337.00;0.5500;0.1140;325300;ERROR DETECTED;0;1;E4: Efficiency OOR
7733;ВР;ВР 35-200-063-5;ВР 35-200-063;630;627.00;26364.00;266.00;318.00;4.0000;0.0116;336200;CORRECT;0;1;E0: OK
7734;ВО;ВО 56-355-140-1;ВО 56-355-140;1120;1551.00;17860.00;352.00;3133.00;4.0000;0.0379;169200;NEEDS CHECK;0;1;E0: OK
7735;УВО;УВО 45-280-100-4;УВО 45-280-100;900;1272.00;29081.00;148.00;2464.00;1.5000;0.0349;169000;ERROR DETECTED;0;1;E4: Efficiency OOR
7736;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;3428.00;16070.00;53.00;296.00;0.2500;0.2019;69000;NEEDS CHECK;0;1;E0: OK
7737;Ц;Ц 35-200-063-4;Ц 35-200-063;630;3312.00;26055.00;452.00;919.00;5.5000;0.0756;231500;CORRECT;0;1;E0: OK
7738;Ц;Ц 30-160-050-1;Ц 30-160-050;500;3932.00;16144.00;436.00;1685.00;0.3700;1.2871;181800;ERROR DETECTED;0;1;E4: Efficiency OOR
7739;УВО;УВО 30-160-050-4;УВО 30-160-050;500;2417.00;24706.00;341.00;2160.00;3.0000;0.0763;72100;NEEDS CHECK;0;1;E0: OK
7740;УВО;УВО 56-355-140-4;УВО 56-355-140;1120;3943.00;28069.00;59.00;2786.00;0.3700;0.1747;292500;ERROR DETECTED;0;1;E4: Efficiency OOR
7741;ВО;ВО 40-250-080-1;ВО 40-250-080;800;327.00;4529.00;248.00;2049.00;1.5000;0.0150;109400;CORRECT;0;1;E0: OK
7742;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;3963.00;14150.00;350.00;1432.00;0.5500;0.7005;67600;ERROR DETECTED;0;1;E4: Efficiency OOR
7743;ВЦ;ВЦ 40-250-080-3;ВЦ 40-250-080;800;2924.00;14661.00;472.00;2810.00;2.2000;0.1743;131400;NEEDS CHECK;0;1;E0: OK
7744;ВР;ВР 30-160-040-4;ВР 30-160-040;400;780.00;27081.00;169.00;697.00;1.5000;0.0244;273600;NEEDS CHECK;0;1;E0: OK
7745;ВЦ;ВЦ 30-160-050-3;ВЦ 30-160-050;500;1942.00;27611.00;222.00;1026.00;0.5500;0.2177;49100;ERROR DETECTED;0;1;E4: Efficiency OOR
7746;ВР;ВР 30-160-050-2;ВР 30-160-050;500;2801.00;24518.00;341.00;2191.00;15.0000;0.0177;180500;CORRECT;0;1;E0: OK
7747;ВЦ;ВЦ 35-200-063-4;ВЦ 35-200-063;630;3889.00;17129.00;350.00;2616.00;1.1000;0.3437;215700;ERROR DETECTED;0;1;E4: Efficiency OOR
7748;ВР;ВР 45-280-100-2;ВР 45-280-100;900;2660.00;17482.00;374.00;1123.00;0.3700;0.7469;325100;ERROR DETECTED;0;1;E4: Efficiency OOR
7749;ВО;ВО 35-200-063-1;ВО 35-200-063;630;2203.00;29914.00;123.00;734.00;1.1000;0.0684;227200;NEEDS CHECK;0;1;E0: OK
7750;ВО;ВО 30-160-040-2;ВО 30-160-040;400;3073.00;30734.00;650.00;930.00;0.2500;2.2194;175600;ERROR DETECTED;0;1;E4: Efficiency OOR
7751;ВЦ;ВЦ 30-160-050-2;ВЦ 30-160-050;500;574.00;3301.00;523.00;1543.00;15.0000;0.0056;120000;CORRECT;0;1;E0: OK
7752;Ц;Ц 40-250-080-4;Ц 40-250-080;800;843.00;15289.00;317.00;2562.00;7.5000;0.0099;174100;CORRECT;0;1;E0: OK
7753;УВО;УВО 35-200-063-5;УВО 35-200-063;630;1514.00;25356.00;368.00;2687.00;1.5000;0.1032;139800;ERROR DETECTED;0;1;E4: Efficiency OOR
7754;УВО;УВО 50-315-125-3;УВО 50-315-125;1000;897.00;23720.00;394.00;1017.00;11.0000;0.0089;98100;CORRECT;0;1;E0: OK
7755;ВЦ;ВЦ 30-160-040-5;ВЦ 30-160-040;400;1542.00;18073.00;417.00;2985.00;0.3700;0.4827;79800;ERROR DETECTED;0;1;E4: Efficiency OOR
7756;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;2367.00;23731.00;88.00;1625.00;1.1000;0.0526;93600;ERROR DETECTED;0;1;E4: Efficiency OOR
7757;ВР;ВР 40-250-080-4;ВР 40-250-080;800;1458.00;10780.00;522.00;1515.00;15.0000;0.0141;157600;CORRECT;0;1;E0: OK
7758;ВР;ВР 56-355-140-2;ВР 56-355-140;1120;1418.00;16282.00;581.00;3628.00;11.0000;0.0208;200000;CORRECT;0;1;E0: OK
7759;ВКОП;ВКОП 56-355-140-4;ВКОП 56-355-140;1120;687.00;12865.00;634.00;1913.00;11.0000;0.0110;285800;CORRECT;0;1;E0: OK
7760;ВО;ВО 35-200-063-3;ВО 35-200-063;630;3670.00;23930.00;248.00;448.00;1.5000;0.1685;301000;CORRECT;0;1;E0: OK
7761;УВО;УВО 45-280-100-1;УВО 45-280-100;900;1110.00;8007.00;167.00;2387.00;0.7500;0.0687;88500;ERROR DETECTED;0;1;E4: Efficiency OOR
7762;ВКОП;ВКОП 50-315-125-2;ВКОП 50-315-125;1000;1181.00;28730.00;573.00;3084.00;0.5500;0.3418;64600;ERROR DETECTED;0;1;E4: Efficiency OOR
7763;УВО;УВО 40-250-080-5;УВО 40-250-080;800;2391.00;8628.00;610.00;939.00;1.5000;0.2701;136200;CORRECT;0;1;E0: OK
7764;ВЦ;ВЦ 45-280-100-4;ВЦ 45-280-100;900;1004.00;1819.00;332.00;2654.00;2.2000;0.0421;210600;CORRECT;0;1;E0: OK
7765;Ц;Ц 30-160-040-3;Ц 30-160-040;400;943.00;5448.00;495.00;3377.00;1.1000;0.1179;216200;NEEDS CHECK;0;1;E0: OK
7766;Ц;Ц 30-160-050-3;Ц 30-160-050;500;3185.00;11104.00;534.00;2680.00;0.2500;1.8898;313300;ERROR DETECTED;0;1;E4: Efficiency OOR
7767;УВО;УВО 56-355-140-1;УВО 56-355-140;1120;1659.00;16080.00;529.00;1349.00;1.1000;0.2216;245000;ERROR DETECTED;0;1;E4: Efficiency OOR
7768;ВЦ;ВЦ 30-160-040-4;ВЦ 30-160-040;400;2013.00;26836.00;427.00;1142.00;5.5000;0.0434;79200;CORRECT;0;1;E0: OK
7769;ВР;ВР 30-160-050-2;ВР 30-160-050;500;3532.00;17009.00;179.00;2636.00;5.5000;0.0319;179700;CORRECT;0;1;E0: OK
7770;ВЦ;ВЦ 50-315-125-4;ВЦ 50-315-125;1000;1273.00;12961.00;93.00;2639.00;5.5000;0.0060;60200;CORRECT;0;1;E0: OK
7771;Ц;Ц 30-160-040-1;Ц 30-160-040;400;397.00;18338.00;649.00;2968.00;1.5000;0.0477;164400;ERROR DETECTED;0;1;E4: Efficiency OOR
7772;УВО;УВО 30-160-040-5;УВО 30-160-040;400;3910.00;12076.00;388.00;1108.00;0.3700;1.1389;89500;ERROR DETECTED;0;1;E4: Efficiency OOR
7773;УВО;УВО 45-280-100-4;УВО 45-280-100;900;2917.00;20524.00;337.00;1564.00;0.5500;0.4965;199500;ERROR DETECTED;0;1;E4: Efficiency OOR
7774;ВЦ;ВЦ 35-200-063-5;ВЦ 35-200-063;630;3380.00;20811.00;344.00;2930.00;15.0000;0.0215;285000;CORRECT;0;1;E0: OK
7775;УВО;УВО 35-200-063-4;УВО 35-200-063;630;899.00;19783.00;419.00;2477.00;1.5000;0.0698;227700;ERROR DETECTED;0;1;E4: Efficiency OOR
7776;УВО;УВО 30-160-050-5;УВО 30-160-050;500;3238.00;7380.00;646.00;906.00;0.5500;1.0564;82400;ERROR DETECTED;0;1;E4: Efficiency OOR
7777;ВЦ;ВЦ 50-315-125-5;ВЦ 50-315-125;1000;2095.00;26552.00;591.00;3136.00;7.5000;0.0459;83700;CORRECT;0;1;E0: OK
7778;ВО;ВО 35-200-063-5;ВО 35-200-063;630;2413.00;9058.00;502.00;887.00;3.0000;0.1122;217000;CORRECT;0;1;E0: OK
7779;УВО;УВО 45-280-100-3;УВО 45-280-100;900;3951.00;13058.00;376.00;831.00;15.0000;0.0275;153000;CORRECT;0;1;E0: OK
7780;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;2342.00;15661.00;575.00;1054.00;0.3700;1.0110;159100;ERROR DETECTED;0;1;E4: Efficiency OOR
7781;Ц;Ц 30-160-040-2;Ц 30-160-040;400;2363.00;19338.00;389.00;3519.00;2.2000;0.1161;104800;ERROR DETECTED;0;1;E4: Efficiency OOR
7782;ВКОП;ВКОП 45-280-100-2;ВКОП 45-280-100;900;2697.00;19308.00;591.00;967.00;1.1000;0.4025;50900;ERROR DETECTED;0;1;E4: Efficiency OOR
7783;ВКОП;ВКОП 50-315-125-5;ВКОП 50-315-125;1000;2889.00;26986.00;626.00;3257.00;0.5500;0.9134;278400;ERROR DETECTED;0;1;E4: Efficiency OOR
7784;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;1717.00;12559.00;191.00;2535.00;2.2000;0.0414;153900;NEEDS CHECK;0;1;E0: OK
7785;ВО;ВО 56-355-140-3;ВО 56-355-140;1120;566.00;21644.00;360.00;3459.00;4.0000;0.0141;55800;NEEDS CHECK;0;1;E0: OK
7786;Ц;Ц 40-250-080-1;Ц 40-250-080;800;3349.00;31247.00;366.00;1215.00;0.5500;0.6191;251800;ERROR DETECTED;0;1;E4: Efficiency OOR
7787;ВКОП;ВКОП 50-315-125-1;ВКОП 50-315-125;1000;699.00;20062.00;286.00;2730.00;0.3700;0.1501;175300;ERROR DETECTED;0;1;E4: Efficiency OOR
7788;УВО;УВО 30-160-050-5;УВО 30-160-050;500;2142.00;12714.00;177.00;2874.00;1.5000;0.0702;108500;ERROR DETECTED;0;1;E4: Efficiency OOR
7789;ВО;ВО 50-315-125-4;ВО 50-315-125;1000;373.00;19680.00;100.00;2976.00;4.0000;0.0026;325500;NEEDS CHECK;0;1;E0: OK
7790;ВКОП;ВКОП 56-355-140-5;ВКОП 56-355-140;1120;3137.00;7668.00;83.00;1293.00;1.5000;0.0482;116100;CORRECT;0;1;E0: OK
7791;ВР;ВР 30-160-050-4;ВР 30-160-050;500;1046.00;14668.00;111.00;1566.00;11.0000;0.0029;323300;CORRECT;0;1;E0: OK
7792;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;3302.00;16976.00;183.00;2034.00;0.3700;0.4537;227800;ERROR DETECTED;0;1;E4: Efficiency OOR
7793;УВО;УВО 50-315-125-5;УВО 50-315-125;1000;1842.00;20965.00;291.00;1197.00;1.5000;0.0993;76600;NEEDS CHECK;0;1;E0: OK
7794;Ц;Ц 30-160-040-3;Ц 30-160-040;400;2430.00;13473.00;480.00;900.00;1.5000;0.2160;198000;NEEDS CHECK;0;1;E0: OK
7795;ВЦ;ВЦ 50-315-125-2;ВЦ 50-315-125;1000;552.00;22372.00;382.00;2012.00;2.2000;0.0266;300500;NEEDS CHECK;0;1;E0: OK
7796;УВО;УВО 30-160-050-3;УВО 30-160-050;500;1620.00;28001.00;158.00;622.00;2.2000;0.0323;174000;CORRECT;0;1;E0: OK
7797;ВЦ;ВЦ 50-315-125-5;ВЦ 50-315-125;1000;374.00;22501.00;177.00;2308.00;0.7500;0.0245;299800;ERROR DETECTED;0;1;E4: Efficiency OOR
7798;ВО;ВО 40-250-080-1;ВО 40-250-080;800;3703.00;9393.00;597.00;3082.00;2.2000;0.2791;243200;NEEDS CHECK;0;1;E0: OK
7799;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;3944.00;12615.00;342.00;1117.00;4.0000;0.0937;243000;CORRECT;0;1;E0: OK
7800;ВР;ВР 35-200-063-1;ВР 35-200-063;630;3546.00;27140.00;462.00;825.00;0.2500;1.8203;287100;ERROR DETECTED;0;1;E4: Efficiency OOR
7801;ВР;ВР 50-315-125-2;ВР 50-315-125;1000;1571.00;19615.00;346.00;2073.00;1.1000;0.1373;240700;ERROR DETECTED;0;1;E4: Efficiency OOR
7802;ВКОП;ВКОП 30-160-040-2;ВКОП 30-160-040;400;2941.00;21798.00;599.00;654.00;0.5500;0.8897;157100;ERROR DETECTED;0;1;E4: Efficiency OOR
7803;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;2193.00;16445.00;253.00;2032.00;0.5500;0.2802;98700;ERROR DETECTED;0;1;E4: Efficiency OOR
7804;ВР;ВР 50-315-125-3;ВР 50-315-125;1000;2970.00;12336.00;504.00;1029.00;4.0000;0.1040;165500;CORRECT;0;1;E0: OK
7805;УВО;УВО 35-200-063-2;УВО 35-200-063;630;3995.00;5203.00;629.00;2365.00;5.5000;0.1269;264300;CORRECT;0;1;E0: OK
7806;ВЦ;ВЦ 40-250-080-3;ВЦ 40-250-080;800;3047.00;28325.00;43.00;2426.00;0.5500;0.0662;310100;ERROR DETECTED;0;1;E4: Efficiency OOR
7807;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;2713.00;19896.00;505.00;3689.00;1.1000;0.3460;228800;ERROR DETECTED;0;1;E4: Efficiency OOR
7808;ВКОП;ВКОП 56-355-140-2;ВКОП 56-355-140;1120;3604.00;31348.00;376.00;2628.00;11.0000;0.0342;116100;CORRECT;0;1;E0: OK
7809;ВЦ;ВЦ 30-160-040-4;ВЦ 30-160-040;400;1289.00;8229.00;61.00;2739.00;2.2000;0.0099;338500;CORRECT;0;1;E0: OK
7810;ВКОП;ВКОП 56-355-140-1;ВКОП 56-355-140;1120;3302.00;16376.00;317.00;3319.00;15.0000;0.0194;151400;CORRECT;0;1;E0: OK
7811;ВР;ВР 30-160-050-5;ВР 30-160-050;500;2263.00;27666.00;575.00;891.00;4.0000;0.0904;152700;CORRECT;0;1;E0: OK
7812;УВО;УВО 40-250-080-4;УВО 40-250-080;800;2870.00;27861.00;407.00;2554.00;0.7500;0.4326;167700;ERROR DETECTED;0;1;E4: Efficiency OOR
7813;ВО;ВО 40-250-080-3;ВО 40-250-080;800;3316.00;19377.00;500.00;607.00;1.1000;0.4187;166900;NEEDS CHECK;0;1;E0: OK
7814;Ц;Ц 30-160-040-5;Ц 30-160-040;400;251.00;21155.00;155.00;1634.00;0.7500;0.0144;264700;ERROR DETECTED;0;1;E4: Efficiency OOR
7815;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;723.00;14195.00;176.00;1654.00;1.1000;0.0321;132400;NEEDS CHECK;0;1;E0: OK
7816;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;2883.00;8966.00;278.00;676.00;5.5000;0.0405;231600;CORRECT;0;1;E0: OK
7817;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;229.00;9528.00;326.00;647.00;0.2500;0.0829;304300;ERROR DETECTED;0;1;E4: Efficiency OOR
7818;Ц;Ц 45-280-100-3;Ц 45-280-100;900;608.00;19622.00;260.00;963.00;1.1000;0.0399;170900;NEEDS CHECK;0;1;E0: OK
7819;УВО;УВО 50-315-125-1;УВО 50-315-125;1000;443.00;21304.00;534.00;3510.00;5.5000;0.0119;96700;NEEDS CHECK;0;1;E0: OK
7820;Ц;Ц 30-160-050-2;Ц 30-160-050;500;3274.00;12852.00;597.00;2554.00;0.2500;2.1718;337500;ERROR DETECTED;0;1;E4: Efficiency OOR
7821;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;1247.00;20566.00;456.00;1344.00;0.5500;0.2872;240600;ERROR DETECTED;0;1;E4: Efficiency OOR
7822;ВКОП;ВКОП 40-250-080-3;ВКОП 40-250-080;800;3449.00;8672.00;229.00;1465.00;0.2500;0.8776;157100;ERROR DETECTED;0;1;E4: Efficiency OOR
7823;ВО;ВО 40-250-080-1;ВО 40-250-080;800;641.00;18625.00;92.00;287.00;0.7500;0.0218;245500;CORRECT;0;1;E0: OK
7824;УВО;УВО 40-250-080-1;УВО 40-250-080;800;3016.00;16016.00;260.00;515.00;3.0000;0.0726;123200;CORRECT;0;1;E0: OK
7825;УВО;УВО 40-250-080-4;УВО 40-250-080;800;3044.00;24934.00;213.00;492.00;0.5500;0.3275;63400;ERROR DETECTED;0;1;E4: Efficiency OOR
7826;ВКОП;ВКОП 45-280-100-3;ВКОП 45-280-100;900;3392.00;29858.00;282.00;1933.00;15.0000;0.0177;116000;CORRECT;0;1;E0: OK
7827;ВКОП;ВКОП 45-280-100-3;ВКОП 45-280-100;900;1005.00;14915.00;596.00;3035.00;0.2500;0.6655;222700;ERROR DETECTED;0;1;E4: Efficiency OOR
7828;ВЦ;ВЦ 40-250-080-5;ВЦ 40-250-080;800;1482.00;2965.00;101.00;543.00;3.0000;0.0139;116500;CORRECT;0;1;E0: OK
7829;ВР;ВР 56-355-140-5;ВР 56-355-140;1120;250.00;1601.00;512.00;1447.00;5.5000;0.0065;91900;CORRECT;0;1;E0: OK
7830;ВО;ВО 56-355-140-1;ВО 56-355-140;1120;2880.00;18173.00;215.00;921.00;0.3700;0.4649;152000;ERROR DETECTED;0;1;E4: Efficiency OOR
7831;УВО;УВО 56-355-140-4;УВО 56-355-140;1120;2519.00;4370.00;561.00;2546.00;0.3700;1.0609;249300;ERROR DETECTED;0;1;E4: Efficiency OOR
7832;ВЦ;ВЦ 30-160-050-2;ВЦ 30-160-050;500;691.00;2008.00;299.00;1644.00;11.0000;0.0052;191400;NEEDS CHECK;0;1;E0: OK
7833;Ц;Ц 40-250-080-1;Ц 40-250-080;800;2231.00;6366.00;623.00;1357.00;4.0000;0.0965;293400;CORRECT;0;1;E0: OK
7834;ВКОП;ВКОП 40-250-080-3;ВКОП 40-250-080;800;1454.00;9978.00;456.00;726.00;0.5500;0.3349;203000;NEEDS CHECK;0;1;E0: OK
7835;ВР;ВР 56-355-140-2;ВР 56-355-140;1120;952.00;13266.00;187.00;617.00;7.5000;0.0066;53000;CORRECT;0;1;E0: OK
7836;ВО;ВО 35-200-063-2;ВО 35-200-063;630;1079.00;20837.00;316.00;3459.00;0.3700;0.2560;53900;ERROR DETECTED;0;1;E4: Efficiency OOR
7837;УВО;УВО 35-200-063-3;УВО 35-200-063;630;3238.00;30715.00;496.00;2489.00;0.5500;0.8111;56800;ERROR DETECTED;0;1;E4: Efficiency OOR
7838;ВО;ВО 50-315-125-2;ВО 50-315-125;1000;1923.00;23445.00;401.00;1744.00;0.3700;0.5789;113400;ERROR DETECTED;0;1;E4: Efficiency OOR
7839;ВЦ;ВЦ 40-250-080-1;ВЦ 40-250-080;800;2868.00;18625.00;347.00;3346.00;4.0000;0.0691;115200;NEEDS CHECK;0;1;E0: OK
7840;ВР;ВР 35-200-063-3;ВР 35-200-063;630;2593.00;20789.00;399.00;907.00;2.2000;0.1306;113800;CORRECT;0;1;E0: OK
7841;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;2933.00;7051.00;367.00;2616.00;5.5000;0.0544;134500;CORRECT;0;1;E0: OK
7842;ВЦ;ВЦ 45-280-100-4;ВЦ 45-280-100;900;3302.00;26841.00;332.00;3382.00;5.5000;0.0554;261800;NEEDS CHECK;0;1;E0: OK
7843;ВР;ВР 40-250-080-5;ВР 40-250-080;800;1952.00;28376.00;566.00;3378.00;2.2000;0.1395;157100;ERROR DETECTED;0;1;E4: Efficiency OOR
7844;ВЦ;ВЦ 40-250-080-1;ВЦ 40-250-080;800;3918.00;4734.00;552.00;2754.00;1.1000;0.5461;284100;NEEDS CHECK;0;1;E0: OK
7845;ВР;ВР 30-160-040-5;ВР 30-160-040;400;3268.00;11328.00;488.00;3230.00;4.0000;0.1107;102400;CORRECT;0;1;E0: OK
7846;УВО;УВО 30-160-040-4;УВО 30-160-040;400;1394.00;22200.00;620.00;1205.00;0.3700;0.6489;202600;ERROR DETECTED;0;1;E4: Efficiency OOR
7847;ВКОП;ВКОП 30-160-040-4;ВКОП 30-160-040;400;2539.00;27188.00;581.00;3778.00;0.7500;0.5464;112000;ERROR DETECTED;0;1;E4: Efficiency OOR
7848;ВО;ВО 56-355-140-3;ВО 56-355-140;1120;1143.00;10772.00;593.00;1744.00;4.0000;0.0471;186700;CORRECT;0;1;E0: OK
7849;ВЦ;ВЦ 30-160-040-5;ВЦ 30-160-040;400;846.00;5188.00;269.00;2670.00;4.0000;0.0158;212000;CORRECT;0;1;E0: OK
7850;ВР;ВР 40-250-080-2;ВР 40-250-080;800;806.00;24715.00;49.00;787.00;0.3700;0.0297;149400;ERROR DETECTED;0;1;E4: Efficiency OOR
7851;Ц;Ц 50-315-125-4;Ц 50-315-125;1000;3011.00;27842.00;191.00;300.00;1.5000;0.1065;45700;CORRECT;0;1;E0: OK
7852;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;208.00;2705.00;61.00;185.00;4.0000;0.0009;242600;NEEDS CHECK;0;1;E0: OK
7853;ВО;ВО 56-355-140-3;ВО 56-355-140;1120;3246.00;27152.00;452.00;2359.00;0.7500;0.5434;103300;ERROR DETECTED;0;1;E4: Efficiency OOR
7854;УВО;УВО 30-160-040-1;УВО 30-160-040;400;2314.00;19889.00;625.00;3821.00;15.0000;0.0268;92100;CORRECT;0;1;E0: OK
7855;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;1863.00;28522.00;42.00;186.00;5.5000;0.0040;246500;CORRECT;0;1;E0: OK
7856;УВО;УВО 56-355-140-2;УВО 56-355-140;1120;3560.00;11763.00;182.00;3039.00;3.0000;0.0600;284400;NEEDS CHECK;0;1;E0: OK
7857;Ц;Ц 56-355-140-5;Ц 56-355-140;1120;2957.00;20887.00;631.00;3657.00;3.0000;0.1728;68400;ERROR DETECTED;0;1;E4: Efficiency OOR
7858;ВЦ;ВЦ 30-160-040-5;ВЦ 30-160-040;400;3456.00;27976.00;384.00;1663.00;4.0000;0.0922;332100;NEEDS CHECK;0;1;E0: OK
7859;ВЦ;ВЦ 40-250-080-3;ВЦ 40-250-080;800;1791.00;10317.00;81.00;338.00;0.2500;0.1612;315000;NEEDS CHECK;0;1;E0: OK
7860;ВР;ВР 50-315-125-2;ВР 50-315-125;1000;1220.00;15959.00;161.00;607.00;11.0000;0.0050;278600;CORRECT;0;1;E0: OK
7861;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;3814.00;7104.00;365.00;793.00;7.5000;0.0516;336100;CORRECT;0;1;E0: OK
7862;Ц;Ц 35-200-063-3;Ц 35-200-063;630;1550.00;18474.00;184.00;3343.00;5.5000;0.0144;123600;CORRECT;0;1;E0: OK
7863;ВКОП;ВКОП 30-160-050-3;ВКОП 30-160-050;500;3496.00;25777.00;52.00;382.00;1.5000;0.0337;214800;CORRECT;0;1;E0: OK
7864;ВО;ВО 35-200-063-4;ВО 35-200-063;630;1883.00;3365.00;497.00;1864.00;2.2000;0.1182;176200;CORRECT;0;1;E0: OK
7865;ВР;ВР 45-280-100-3;ВР 45-280-100;900;3735.00;17487.00;482.00;2340.00;0.5500;0.9092;73100;ERROR DETECTED;0;1;E4: Efficiency OOR
7866;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;765.00;10013.00;56.00;676.00;11.0000;0.0011;327600;CORRECT;0;1;E0: OK
7867;ВКОП;ВКОП 50-315-125-5;ВКОП 50-315-125;1000;823.00;5837.00;267.00;2419.00;3.0000;0.0203;196500;CORRECT;0;1;E0: OK
7868;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;776.00;2379.00;583.00;2052.00;4.0000;0.0314;305500;CORRECT;0;1;E0: OK
7869;ВР;ВР 50-315-125-3;ВР 50-315-125;1000;3906.00;8860.00;518.00;1499.00;15.0000;0.0375;146000;CORRECT;0;1;E0: OK
7870;ВЦ;ВЦ 35-200-063-2;ВЦ 35-200-063;630;1110.00;12896.00;505.00;626.00;0.2500;0.6228;90700;ERROR DETECTED;0;1;E4: Efficiency OOR
7871;ВО;ВО 45-280-100-1;ВО 45-280-100;900;3360.00;22210.00;182.00;2491.00;11.0000;0.0154;101100;CORRECT;0;1;E0: OK
7872;УВО;УВО 30-160-040-4;УВО 30-160-040;400;484.00;21573.00;220.00;2856.00;1.5000;0.0197;54300;ERROR DETECTED;0;1;E4: Efficiency OOR
7873;ВР;ВР 50-315-125-4;ВР 50-315-125;1000;668.00;2206.00;102.00;2055.00;5.5000;0.0034;159800;CORRECT;0;1;E0: OK
7874;ВКОП;ВКОП 35-200-063-4;ВКОП 35-200-063;630;1872.00;3143.00;95.00;494.00;0.5500;0.0898;172000;CORRECT;0;1;E0: OK
7875;УВО;УВО 30-160-050-4;УВО 30-160-050;500;554.00;2024.00;131.00;3144.00;11.0000;0.0018;150100;CORRECT;0;1;E0: OK
7876;ВО;ВО 45-280-100-4;ВО 45-280-100;900;481.00;12477.00;131.00;693.00;0.2500;0.0700;183600;ERROR DETECTED;0;1;E4: Efficiency OOR
7877;УВО;УВО 50-315-125-3;УВО 50-315-125;1000;247.00;17057.00;479.00;2311.00;15.0000;0.0022;162600;CORRECT;0;1;E0: OK
7878;Ц;Ц 56-355-140-3;Ц 56-355-140;1120;1478.00;14489.00;87.00;1388.00;7.5000;0.0048;120600;CORRECT;0;1;E0: OK
7879;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;3690.00;24965.00;347.00;1965.00;0.2500;1.4227;91100;ERROR DETECTED;0;1;E4: Efficiency OOR
7880;ВР;ВР 30-160-050-1;ВР 30-160-050;500;1698.00;18556.00;249.00;3296.00;1.1000;0.1068;123000;ERROR DETECTED;0;1;E4: Efficiency OOR
7881;ВР;ВР 30-160-050-3;ВР 30-160-050;500;2486.00;16809.00;125.00;2186.00;2.2000;0.0392;133600;NEEDS CHECK;0;1;E0: OK
7882;ВО;ВО 35-200-063-1;ВО 35-200-063;630;3269.00;26031.00;169.00;2098.00;7.5000;0.0205;251600;CORRECT;0;1;E0: OK
7883;ВЦ;ВЦ 30-160-040-5;ВЦ 30-160-040;400;1805.00;16012.00;436.00;1924.00;11.0000;0.0199;254800;CORRECT;0;1;E0: OK
7884;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;1330.00;4339.00;492.00;2216.00;4.0000;0.0454;312700;CORRECT;0;1;E0: OK
7885;ВР;ВР 56-355-140-5;ВР 56-355-140;1120;1401.00;17410.00;518.00;897.00;7.5000;0.0269;76500;CORRECT;0;1;E0: OK
7886;Ц;Ц 30-160-050-3;Ц 30-160-050;500;261.00;1957.00;462.00;957.00;15.0000;0.0022;204000;NEEDS CHECK;0;1;E0: OK
7887;УВО;УВО 45-280-100-4;УВО 45-280-100;900;1434.00;6704.00;168.00;1181.00;1.5000;0.0446;154800;CORRECT;0;1;E0: OK
7888;ВР;ВР 30-160-040-3;ВР 30-160-040;400;3173.00;17411.00;427.00;2720.00;0.5500;0.6843;124000;ERROR DETECTED;0;1;E4: Efficiency OOR
7889;ВКОП;ВКОП 35-200-063-4;ВКОП 35-200-063;630;3654.00;12437.00;404.00;1124.00;1.5000;0.2734;135200;NEEDS CHECK;0;1;E0: OK
7890;ВКОП;ВКОП 40-250-080-3;ВКОП 40-250-080;800;3481.00;13256.00;130.00;3319.00;0.3700;0.3397;303500;ERROR DETECTED;0;1;E4: Efficiency OOR
