id;type;model;size;diameter;Q_min;Q_max;P_min;P_max;N_y_kW;eta;price;status;corrected;eff_imputed;error
5601;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;1840.00;28098.00;386.00;2691.00;5.5000;0.0359;72200;CORRECT;0;1;OK
5602;ВО;ВО 40-250-080-1;ВО 40-250-080;800;3494.00;6978.00;188.00;2169.00;5.5000;0.0332;91200;NEEDS CHECK;0;1;OK
5603;ВКОП;ВКОП 35-200-063-2;ВКОП 35-200-063;630;1718.00;4840.00;78.00;3095.00;2.2000;0.0169;318100;CORRECT;0;1;OK
5604;ВР;ВР 50-315-125-5;ВР 50-315-125;1000;435.00;26284.00;219.00;2891.00;3.0000;0.0088;50600;CORRECT;0;1;OK
5605;ВО;ВО 56-355-140-5;ВО 56-355-140;1120;1371.00;8252.00;74.00;2579.00;4.0000;0.0070;166400;CORRECT;0;1;OK
5606;УВО;УВО 30-160-050-1;УВО 30-160-050;500;1673.00;10012.00;40.00;734.00;0.3700;0.0502;254400;CORRECT;0;1;OK
5607;ВР;ВР 50-315-125-4;ВР 50-315-125;1000;1860.00;21564.00;245.00;2415.00;0.2500;0.5063;80900;CORRECT;0;1;OK
5608;ВКОП;ВКОП 45-280-100-3;ВКОП 45-280-100;900;3174.00;30863.00;612.00;3049.00;1.5000;0.3597;189900;CORRECT;0;1;OK
5609;ВО;ВО 45-280-100-2;ВО 45-280-100;900;2062.00;15798.00;628.00;697.00;1.1000;0.3270;258400;CORRECT;0;1;OK
5610;УВО;УВО 30-160-040-5;УВО 30-160-040;400;496.00;17483.00;341.00;1783.00;0.3700;0.1270;180100;CORRECT;0;1;OK
5611;УВО;УВО 56-355-140-5;УВО 56-355-140;1120;1224.00;24471.00;493.00;2087.00;5.5000;0.0305;172500;CORRECT;0;1;OK
5612;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;2991.00;18587.00;640.00;802.00;3.0000;0.1772;180100;CORRECT;0;1;OK
5613;ВКОП;ВКОП 40-250-080-2;ВКОП 40-250-080;800;2972.00;26448.00;275.00;1618.00;2.2000;0.1032;315700;CORRECT;0;1;OK
5614;УВО;УВО 30-160-040-3;УВО 30-160-040;400;1216.00;11129.00;135.00;1819.00;7.5000;0.0061;224300;NEEDS CHECK;0;1;OK
5615;ВКОП;ВКОП 45-280-100-2;ВКОП 45-280-100;900;2151.00;12935.00;402.00;1347.00;5.5000;0.0437;140800;CORRECT;0;1;OK
5616;Ц;Ц 50-315-125-2;Ц 50-315-125;1000;2243.00;26896.00;244.00;1255.00;11.0000;0.0138;184100;NEEDS CHECK;0;1;OK
5617;ВО;ВО 30-160-050-2;ВО 30-160-050;500;3619.00;12301.00;404.00;1092.00;15.0000;0.0271;107800;NEEDS CHECK;0;1;OK
5618;ВКОП;ВКОП 50-315-125-4;ВКОП 50-315-125;1000;2714.00;3431.00;594.00;817.00;3.0000;0.1493;210300;NEEDS CHECK;0;1;OK
5619;ВЦ;ВЦ 45-280-100-3;ВЦ 45-280-100;900;2210.00;8702.00;563.00;1760.00;2.2000;0.1571;112200;CORRECT;0;1;OK
5620;ВКОП;ВКОП 45-280-100-4;ВКОП 45-280-100;900;2159.00;20378.00;73.00;2181.00;1.5000;0.0292;136600;CORRECT;0;1;OK
5621;ВЦ;ВЦ 30-160-040-5;ВЦ 30-160-040;400;2084.00;12927.00;48.00;146.00;7.5000;0.0037;243900;NEEDS CHECK;0;1;OK
5622;УВО;УВО 30-160-040-3;УВО 30-160-040;400;1681.00;22260.00;305.00;1121.00;4.0000;0.0356;169300;CORRECT;0;1;OK
5623;ВР;ВР 40-250-080-5;ВР 40-250-080;800;1605.00;14095.00;228.00;2320.00;2.2000;0.0462;264700;CORRECT;0;1;OK
5624;Ц;Ц 56-355-140-3;Ц 56-355-140;1120;1695.00;15321.00;326.00;2222.00;0.5500;0.2791;113700;CORRECT;0;1;OK
5625;УВО;УВО 50-315-125-2;УВО 50-315-125;1000;3534.00;7306.00;316.00;1331.00;4.0000;0.0776;244600;NEEDS CHECK;0;1;OK
5626;ВО;ВО 30-160-050-2;ВО 30-160-050;500;2137.00;29037.00;49.00;822.00;2.2000;0.0132;115500;CORRECT;0;1;OK
5627;Ц;Ц 45-280-100-5;Ц 45-280-100;900;3151.00;13996.00;538.00;1816.00;1.1000;0.4281;70000;CORRECT;0;1;OK
5628;ВЦ;ВЦ 30-160-040-2;ВЦ 30-160-040;400;445.00;8005.00;300.00;2301.00;7.5000;0.0049;280800;NEEDS CHECK;0;1;OK
5629;Ц;Ц 35-200-063-3;Ц 35-200-063;630;1678.00;13984.00;613.00;2946.00;15.0000;0.0190;225400;NEEDS CHECK;0;1;OK
5630;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;1638.00;24406.00;243.00;2655.00;5.5000;0.0201;327200;CORRECT;0;1;OK
5631;ВО;ВО 56-355-140-3;ВО 56-355-140;1120;1654.00;12806.00;562.00;2608.00;15.0000;0.0172;279300;NEEDS CHECK;0;1;OK
5632;ВКОП;ВКОП 40-250-080-5;ВКОП 40-250-080;800;1373.00;17069.00;188.00;924.00;7.5000;0.0096;266100;NEEDS CHECK;0;1;OK
5633;Ц;Ц 45-280-100-5;Ц 45-280-100;900;1857.00;4694.00;121.00;834.00;1.5000;0.0416;209300;NEEDS CHECK;0;1;OK
5634;ВР;ВР 50-315-125-3;ВР 50-315-125;1000;3109.00;12373.00;444.00;1605.00;3.0000;0.1278;235400;CORRECT;0;1;OK
5635;Ц;Ц 45-280-100-5;Ц 45-280-100;900;2044.00;16109.00;211.00;1014.00;0.2500;0.4792;168000;CORRECT;0;1;OK
5636;Ц;Ц 35-200-063-1;Ц 35-200-063;630;1062.00;7031.00;446.00;917.00;0.3700;0.3556;293000;CORRECT;0;1;OK
5637;УВО;УВО 30-160-040-1;УВО 30-160-040;400;3357.00;16866.00;576.00;3759.00;0.3700;1.4517;182600;NEEDS CHECK;0;1;OK
5638;УВО;УВО 30-160-050-1;УВО 30-160-050;500;2882.00;16156.00;356.00;1345.00;0.7500;0.3800;193900;CORRECT;0;1;OK
5639;ВЦ;ВЦ 50-315-125-2;ВЦ 50-315-125;1000;737.00;18497.00;214.00;381.00;0.2500;0.1752;232000;CORRECT;0;1;OK
5640;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;2113.00;20326.00;318.00;2614.00;3.0000;0.0622;327700;CORRECT;0;1;OK
5641;ВО;ВО 45-280-100-5;ВО 45-280-100;900;2070.00;23248.00;617.00;2448.00;4.0000;0.0887;324800;CORRECT;0;1;OK
5642;ВР;ВР 35-200-063-4;ВР 35-200-063;630;2410.00;10352.00;131.00;1990.00;1.1000;0.0797;261100;CORRECT;0;1;OK
5643;ВР;ВР 30-160-050-3;ВР 30-160-050;500;243.00;746.00;575.00;3730.00;0.5500;0.0706;195300;CORRECT;0;1;OK
5644;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;3017.00;19636.00;528.00;1805.00;0.2500;1.7700;270600;NEEDS CHECK;0;1;OK
5645;ВР;ВР 45-280-100-2;ВР 45-280-100;900;3463.00;4199.00;601.00;2181.00;0.7500;0.7708;338800;CORRECT;0;1;OK
5646;ВЦ;ВЦ 40-250-080-2;ВЦ 40-250-080;800;868.00;24795.00;439.00;2038.00;0.7500;0.1411;86500;CORRECT;0;1;OK
5647;ВЦ;ВЦ 50-315-125-2;ВЦ 50-315-125;1000;2316.00;27868.00;318.00;1534.00;7.5000;0.0273;323800;CORRECT;0;1;OK
5648;ВР;ВР 40-250-080-2;ВР 40-250-080;800;3695.00;6438.00;226.00;835.00;1.1000;0.2109;283700;CORRECT;0;1;OK
5649;УВО;УВО 40-250-080-3;УВО 40-250-080;800;3069.00;23975.00;543.00;1362.00;1.5000;0.3086;124700;CORRECT;0;1;OK
5650;ВКОП;ВКОП 45-280-100-1;ВКОП 45-280-100;900;961.00;4812.00;328.00;1480.00;0.5500;0.1592;274800;CORRECT;0;1;OK
5651;Ц;Ц 30-160-040-2;Ц 30-160-040;400;569.00;6006.00;55.00;2126.00;0.7500;0.0116;265300;CORRECT;0;1;OK
5652;ВР;ВР 56-355-140-4;ВР 56-355-140;1120;1721.00;17415.00;72.00;1474.00;0.3700;0.0930;121500;CORRECT;0;1;OK
5653;ВКОП;ВКОП 35-200-063-4;ВКОП 35-200-063;630;492.00;18791.00;521.00;1314.00;0.7500;0.0949;245000;CORRECT;0;1;OK
5654;ВКОП;ВКОП 30-160-040-2;ВКОП 30-160-040;400;1776.00;27547.00;493.00;1555.00;11.0000;0.0221;149400;CORRECT;0;1;OK
5655;ВЦ;ВЦ 50-315-125-1;ВЦ 50-315-125;1000;2334.00;24657.00;253.00;2239.00;2.2000;0.0746;208600;CORRECT;0;1;OK
5656;ВР;ВР 30-160-050-1;ВР 30-160-050;500;3250.00;21758.00;573.00;1123.00;1.1000;0.4703;201600;CORRECT;0;1;OK
5657;ВО;ВО 35-200-063-1;ВО 35-200-063;630;3737.00;26083.00;263.00;775.00;0.7500;0.3640;272600;CORRECT;0;1;OK
5658;ВР;ВР 30-160-040-2;ВР 30-160-040;400;3453.00;13000.00;638.00;1178.00;2.2000;0.2782;172400;CORRECT;0;1;OK
5659;ВКОП;ВКОП 30-160-040-5;ВКОП 30-160-040;400;3409.00;26543.00;526.00;3395.00;5.5000;0.0906;239700;CORRECT;0;1;OK
5660;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2247.00;5742.00;386.00;3547.00;7.5000;0.0321;76300;NEEDS CHECK;0;1;OK
5661;ВР;ВР 50-315-125-2;ВР 50-315-125;1000;3072.00;21147.00;149.00;714.00;3.0000;0.0424;211000;CORRECT;0;1;OK
5662;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;3499.00;18374.00;237.00;374.00;11.0000;0.0209;232700;NEEDS CHECK;0;1;OK
5663;Ц;Ц 30-160-050-3;Ц 30-160-050;500;3880.00;5673.00;536.00;3480.00;3.0000;0.1926;199500;CORRECT;0;1;OK
5664;УВО;УВО 50-315-125-4;УВО 50-315-125;1000;977.00;20046.00;231.00;2507.00;1.5000;0.0418;290500;CORRECT;0;1;OK
5665;ВР;ВР 56-355-140-5;ВР 56-355-140;1120;3945.00;22615.00;204.00;536.00;4.0000;0.0559;280600;CORRECT;0;1;OK
5666;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;2418.00;14947.00;504.00;556.00;15.0000;0.0226;310200;NEEDS CHECK;0;1;OK
5667;ВЦ;ВЦ 50-315-125-2;ВЦ 50-315-125;1000;3816.00;4929.00;412.00;3002.00;0.7500;0.5823;78200;CORRECT;0;1;OK
5668;Ц;Ц 45-280-100-4;Ц 45-280-100;900;977.00;18649.00;549.00;3735.00;4.0000;0.0372;193400;CORRECT;0;1;OK
5669;ВР;ВР 40-250-080-3;ВР 40-250-080;800;652.00;4306.00;575.00;3323.00;0.3700;0.2815;113000;CORRECT;0;1;OK
5670;ВО;ВО 56-355-140-1;ВО 56-355-140;1120;1027.00;5034.00;537.00;1371.00;0.3700;0.4140;248700;CORRECT;0;1;OK
5671;Ц;Ц 40-250-080-5;Ц 40-250-080;800;2755.00;26235.00;644.00;1742.00;0.2500;1.9714;160700;NEEDS CHECK;0;1;OK
5672;УВО;УВО 50-315-125-1;УВО 50-315-125;1000;253.00;7592.00;543.00;920.00;3.0000;0.0127;76800;NEEDS CHECK;0;1;OK
5673;ВР;ВР 45-280-100-4;ВР 45-280-100;900;3567.00;16160.00;99.00;2675.00;1.1000;0.0892;66300;CORRECT;0;1;OK
5674;Ц;Ц 30-160-040-3;Ц 30-160-040;400;519.00;8093.00;571.00;1018.00;0.3700;0.2225;166100;CORRECT;0;1;OK
5675;УВО;УВО 40-250-080-2;УВО 40-250-080;800;991.00;18733.00;294.00;2678.00;7.5000;0.0108;337700;CORRECT;0;1;OK
5676;Ц;Ц 45-280-100-4;Ц 45-280-100;900;3256.00;7213.00;630.00;2146.00;7.5000;0.0760;268900;NEEDS CHECK;0;1;OK
5677;ВКОП;ВКОП 30-160-050-2;ВКОП 30-160-050;500;2452.00;16110.00;556.00;1988.00;7.5000;0.0505;324900;CORRECT;0;1;OK
5678;УВО;УВО 40-250-080-3;УВО 40-250-080;800;3896.00;14722.00;603.00;1982.00;1.5000;0.4351;270700;CORRECT;0;1;OK
5679;Ц;Ц 35-200-063-5;Ц 35-200-063;630;1185.00;20138.00;598.00;1524.00;2.2000;0.0895;333400;CORRECT;0;1;OK
5680;Ц;Ц 35-200-063-3;Ц 35-200-063;630;2053.00;17216.00;446.00;496.00;11.0000;0.0231;194100;NEEDS CHECK;0;1;OK
5681;УВО;УВО 30-160-040-5;УВО 30-160-040;400;753.00;11143.00;46.00;1326.00;0.7500;0.0128;210100;CORRECT;0;1;OK
5682;ВКОП;ВКОП 56-355-140-3;ВКОП 56-355-140;1120;3964.00;22606.00;563.00;2891.00;5.5000;0.1127;126100;CORRECT;0;1;OK
5683;ВКОП;ВКОП 30-160-040-4;ВКОП 30-160-040;400;1656.00;7271.00;181.00;1316.00;1.5000;0.0555;175900;CORRECT;0;1;OK
5684;ВО;ВО 35-200-063-3;ВО 35-200-063;630;576.00;19769.00;449.00;2829.00;0.7500;0.0958;85400;CORRECT;0;1;OK
5685;Ц;Ц 35-200-063-4;Ц 35-200-063;630;908.00;17407.00;630.00;1070.00;5.5000;0.0289;202400;CORRECT;0;1;OK
5686;ВКОП;ВКОП 50-315-125-5;ВКОП 50-315-125;1000;1762.00;4833.00;97.00;1516.00;1.5000;0.0317;263300;CORRECT;0;1;OK
5687;ВКОП;ВКОП 56-355-140-2;ВКОП 56-355-140;1120;3262.00;25152.00;51.00;2697.00;15.0000;0.0031;245500;CORRECT;0;1;OK
5688;ВКОП;ВКОП 35-200-063-5;ВКОП 35-200-063;630;368.00;11331.00;592.00;2955.00;0.5500;0.1100;308400;CORRECT;0;1;OK
5689;Ц;Ц 30-160-050-2;Ц 30-160-050;500;406.00;22979.00;442.00;2317.00;15.0000;0.0033;309600;NEEDS CHECK;0;1;OK
5690;ВКОП;ВКОП 30-160-050-4;ВКОП 30-160-050;500;1386.00;27653.00;443.00;1099.00;0.5500;0.3101;88200;CORRECT;0;1;OK
5691;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;2445.00;16025.00;308.00;706.00;2.2000;0.0951;272700;CORRECT;0;1;OK
5692;Ц;Ц 30-160-050-2;Ц 30-160-050;500;2169.00;20996.00;242.00;2290.00;2.2000;0.0663;147800;CORRECT;0;1;OK
5693;УВО;УВО 45-280-100-5;УВО 45-280-100;900;1208.00;9648.00;113.00;1253.00;15.0000;0.0025;214500;NEEDS CHECK;0;1;OK
5694;Ц;Ц 45-280-100-1;Ц 45-280-100;900;660.00;23171.00;463.00;2247.00;1.5000;0.0566;144800;CORRECT;0;1;OK
5695;ВР;ВР 35-200-063-5;ВР 35-200-063;630;2884.00;4177.00;352.00;1095.00;1.5000;0.1880;276800;CORRECT;0;1;OK
5696;УВО;УВО 30-160-050-4;УВО 30-160-050;500;383.00;27692.00;279.00;1146.00;7.5000;0.0040;126700;CORRECT;0;1;OK
5697;Ц;Ц 56-355-140-1;Ц 56-355-140;1120;660.00;25394.00;95.00;1140.00;5.5000;0.0032;195800;CORRECT;0;1;OK
5698;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;1449.00;16696.00;522.00;665.00;1.5000;0.1401;327000;CORRECT;0;1;OK
5699;ВО;ВО 30-160-050-5;ВО 30-160-050;500;2343.00;27430.00;304.00;2601.00;3.0000;0.0660;119100;CORRECT;0;1;OK
5700;Ц;Ц 50-315-125-1;Ц 50-315-125;1000;1742.00;21345.00;579.00;807.00;1.1000;0.2547;76500;CORRECT;0;1;OK
5701;ВР;ВР 30-160-050-5;ВР 30-160-050;500;1311.00;3550.00;516.00;3247.00;0.2500;0.7516;248700;CORRECT;0;1;OK
5702;Ц;Ц 35-200-063-3;Ц 35-200-063;630;3740.00;7775.00;59.00;1307.00;7.5000;0.0082;166100;NEEDS CHECK;0;1;OK
5703;ВЦ;ВЦ 45-280-100-1;ВЦ 45-280-100;900;3902.00;14738.00;536.00;3031.00;4.0000;0.1452;142700;CORRECT;0;1;OK
5704;ВО;ВО 45-280-100-4;ВО 45-280-100;900;2496.00;26342.00;62.00;274.00;0.7500;0.0573;204800;CORRECT;0;1;OK
5705;ВР;ВР 40-250-080-4;ВР 40-250-080;800;3249.00;8893.00;58.00;1528.00;7.5000;0.0070;231300;NEEDS CHECK;0;1;OK
5706;Ц;Ц 35-200-063-2;Ц 35-200-063;630;2253.00;11792.00;103.00;2716.00;1.1000;0.0586;60400;CORRECT;0;1;OK
5707;УВО;УВО 35-200-063-2;УВО 35-200-063;630;821.00;12520.00;442.00;3182.00;0.5500;0.1833;245300;CORRECT;0;1;OK
5708;УВО;УВО 50-315-125-5;УВО 50-315-125;1000;3774.00;24771.00;272.00;2031.00;0.7500;0.3802;125000;CORRECT;0;1;OK
5709;ВЦ;ВЦ 35-200-063-5;ВЦ 35-200-063;630;1548.00;16766.00;595.00;1184.00;0.7500;0.3411;117600;CORRECT;0;1;OK
5710;УВО;УВО 45-280-100-2;УВО 45-280-100;900;3733.00;8758.00;356.00;3226.00;11.0000;0.0336;115900;NEEDS CHECK;0;1;OK
5711;ВЦ;ВЦ 56-355-140-2;ВЦ 56-355-140;1120;2887.00;21895.00;201.00;1551.00;0.3700;0.4357;324400;CORRECT;0;1;OK
5712;Ц;Ц 30-160-040-2;Ц 30-160-040;400;1500.00;6768.00;70.00;3255.00;1.5000;0.0194;260600;CORRECT;0;1;OK
5713;ВР;ВР 40-250-080-3;ВР 40-250-080;800;822.00;26851.00;232.00;719.00;0.5500;0.0963;58700;CORRECT;0;1;OK
5714;УВО;УВО 45-280-100-3;УВО 45-280-100;900;2680.00;21760.00;276.00;2768.00;0.7500;0.2740;58600;CORRECT;0;1;OK
5715;ВР;ВР 30-160-040-4;ВР 30-160-040;400;749.00;17709.00;520.00;3486.00;7.5000;0.0144;141400;CORRECT;0;1;OK
5716;ВЦ;ВЦ 40-250-080-4;ВЦ 40-250-080;800;763.00;6629.00;237.00;1213.00;0.2500;0.2009;52800;CORRECT;0;1;OK
5717;ВР;ВР 40-250-080-2;ВР 40-250-080;800;3240.00;25738.00;247.00;3400.00;0.7500;0.2964;137800;CORRECT;0;1;OK
5718;ВЦ;ВЦ 56-355-140-5;ВЦ 56-355-140;1120;2206.00;25245.00;372.00;2296.00;0.7500;0.3039;257200;CORRECT;0;1;OK
5719;ВКОП;ВКОП 45-280-100-4;ВКОП 45-280-100;900;3149.00;13902.00;443.00;2997.00;11.0000;0.0352;326100;CORRECT;0;1;OK
5720;УВО;УВО 50-315-125-1;УВО 50-315-125;1000;2332.00;6414.00;502.00;2423.00;0.2500;1.3007;316900;NEEDS CHECK;0;1;OK
5721;УВО;УВО 40-250-080-1;УВО 40-250-080;800;2484.00;15678.00;568.00;3752.00;7.5000;0.0523;144500;CORRECT;0;1;OK
5722;ВР;ВР 40-250-080-4;ВР 40-250-080;800;3822.00;14301.00;332.00;2271.00;0.5500;0.6409;199300;CORRECT;0;1;OK
5723;УВО;УВО 30-160-040-5;УВО 30-160-040;400;3901.00;9061.00;514.00;3210.00;3.0000;0.1857;307400;CORRECT;0;1;OK
5724;ВКОП;ВКОП 30-160-050-5;ВКОП 30-160-050;500;3863.00;27173.00;599.00;1203.00;2.2000;0.2922;214500;CORRECT;0;1;OK
5725;ВЦ;ВЦ 30-160-040-2;ВЦ 30-160-040;400;2058.00;21901.00;246.00;2158.00;0.3700;0.3801;214900;CORRECT;0;1;OK
5726;Ц;Ц 50-315-125-2;Ц 50-315-125;1000;3142.00;27669.00;166.00;589.00;0.3700;0.3916;280600;CORRECT;0;1;OK
5727;Ц;Ц 35-200-063-1;Ц 35-200-063;630;2345.00;26021.00;433.00;3460.00;15.0000;0.0188;128800;CORRECT;0;1;OK
5728;ВЦ;ВЦ 45-280-100-4;ВЦ 45-280-100;900;379.00;26053.00;214.00;1636.00;5.5000;0.0041;123600;CORRECT;0;1;OK
5729;ВО;ВО 56-355-140-2;ВО 56-355-140;1120;932.00;26635.00;92.00;1860.00;1.1000;0.0217;278900;CORRECT;0;1;OK
5730;ВР;ВР 50-315-125-2;ВР 50-315-125;1000;681.00;5492.00;247.00;311.00;5.5000;0.0085;177700;NEEDS CHECK;0;1;OK
5731;ВКОП;ВКОП 40-250-080-4;ВКОП 40-250-080;800;3703.00;20542.00;596.00;669.00;5.5000;0.1115;169700;CORRECT;0;1;OK
5732;ВО;ВО 45-280-100-4;ВО 45-280-100;900;2058.00;15997.00;492.00;867.00;5.5000;0.0511;48400;NEEDS CHECK;0;1;OK
5733;ВО;ВО 45-280-100-3;ВО 45-280-100;900;2738.00;23837.00;610.00;1510.00;0.2500;1.8558;122700;NEEDS CHECK;0;1;OK
5734;ВКОП;ВКОП 50-315-125-3;ВКОП 50-315-125;1000;350.00;5613.00;73.00;2855.00;5.5000;0.0013;201400;NEEDS CHECK;0;1;OK
5735;ВР;ВР 30-160-040-1;ВР 30-160-040;400;646.00;14808.00;222.00;932.00;7.5000;0.0053;339700;NEEDS CHECK;0;1;OK
5736;ВО;ВО 40-250-080-5;ВО 40-250-080;800;1675.00;3349.00;135.00;3332.00;1.1000;0.0571;238200;CORRECT;0;1;OK
5737;ВЦ;ВЦ 56-355-140-1;ВЦ 56-355-140;1120;3306.00;17808.00;603.00;918.00;1.1000;0.5034;115500;CORRECT;0;1;OK
5738;ВКОП;ВКОП 50-315-125-3;ВКОП 50-315-125;1000;1548.00;19318.00;463.00;2661.00;0.7500;0.2655;154600;CORRECT;0;1;OK
5739;УВО;УВО 30-160-040-1;УВО 30-160-040;400;2540.00;26951.00;581.00;990.00;3.0000;0.1366;195500;CORRECT;0;1;OK
5740;ВЦ;ВЦ 45-280-100-3;ВЦ 45-280-100;900;1263.00;18979.00;628.00;3230.00;1.5000;0.1469;339900;CORRECT;0;1;OK
5741;ВЦ;ВЦ 45-280-100-4;ВЦ 45-280-100;900;2217.00;29192.00;224.00;2770.00;0.7500;0.1839;197200;CORRECT;0;1;OK
5742;ВО;ВО 30-160-040-1;ВО 30-160-040;400;298.00;16031.00;160.00;3230.00;0.7500;0.0177;262300;CORRECT;0;1;OK
5743;ВЦ;ВЦ 30-160-040-3;ВЦ 30-160-040;400;1632.00;20495.00;257.00;353.00;7.5000;0.0155;192600;NEEDS CHECK;0;1;OK
5744;ВР;ВР 56-355-140-1;ВР 56-355-140;1120;1460.00;11799.00;558.00;2860.00;1.5000;0.1509;48200;CORRECT;0;1;OK
5745;ВКОП;ВКОП 50-315-125-3;ВКОП 50-315-125;1000;1598.00;15075.00;622.00;3195.00;0.2500;1.1044;146700;NEEDS CHECK;0;1;OK
5746;ВР;ВР 56-355-140-3;ВР 56-355-140;1120;3977.00;26512.00;530.00;2523.00;15.0000;0.0390;116100;CORRECT;0;1;OK
5747;ВЦ;ВЦ 30-160-050-4;ВЦ 30-160-050;500;3853.00;21948.00;383.00;2327.00;15.0000;0.0273;74300;NEEDS CHECK;0;1;OK
5748;УВО;УВО 35-200-063-5;УВО 35-200-063;630;3169.00;25892.00;363.00;2687.00;4.0000;0.0799;154100;CORRECT;0;1;OK
5749;УВО;УВО 50-315-125-3;УВО 50-315-125;1000;3474.00;30050.00;402.00;723.00;0.5500;0.7053;61300;CORRECT;0;1;OK
5750;ВР;ВР 40-250-080-5;ВР 40-250-080;800;3650.00;9588.00;624.00;3154.00;2.2000;0.2876;106200;CORRECT;0;1;OK
5751;ВР;ВР 50-315-125-3;ВР 50-315-125;1000;3107.00;4643.00;318.00;2063.00;0.3700;0.7418;169500;CORRECT;0;1;OK
5752;ВР;ВР 40-250-080-3;ВР 40-250-080;800;1085.00;18791.00;349.00;1115.00;0.3700;0.2843;64600;CORRECT;0;1;OK
5753;ВО;ВО 30-160-040-4;ВО 30-160-040;400;2272.00;3589.00;534.00;2632.00;0.5500;0.6128;223300;CORRECT;0;1;OK
5754;ВЦ;ВЦ 50-315-125-5;ВЦ 50-315-125;1000;1471.00;27383.00;375.00;1011.00;15.0000;0.0102;315600;NEEDS CHECK;0;1;OK
5755;Ц;Ц 30-160-050-2;Ц 30-160-050;500;3167.00;4864.00;510.00;2147.00;11.0000;0.0408;105700;NEEDS CHECK;0;1;OK
5756;ВКОП;ВКОП 35-200-063-1;ВКОП 35-200-063;630;3014.00;22987.00;129.00;1544.00;3.0000;0.0360;99000;CORRECT;0;1;OK
5757;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;292.00;19717.00;359.00;3025.00;0.7500;0.0388;150100;CORRECT;0;1;OK
5758;ВО;ВО 35-200-063-3;ВО 35-200-063;630;2380.00;13337.00;491.00;3289.00;0.3700;0.8773;123200;CORRECT;0;1;OK
5759;ВО;ВО 35-200-063-1;ВО 35-200-063;630;262.00;21174.00;613.00;2768.00;0.3700;0.1206;329400;CORRECT;0;1;OK
5760;ВР;ВР 45-280-100-3;ВР 45-280-100;900;1310.00;6448.00;330.00;2731.00;0.7500;0.1601;82300;CORRECT;0;1;OK
5761;ВР;ВР 45-280-100-3;ВР 45-280-100;900;2414.00;17451.00;91.00;673.00;0.2500;0.2441;71400;CORRECT;0;1;OK
5762;ВКОП;ВКОП 40-250-080-1;ВКОП 40-250-080;800;552.00;15026.00;441.00;1224.00;11.0000;0.0061;278700;NEEDS CHECK;0;1;OK
5763;УВО;УВО 35-200-063-3;УВО 35-200-063;630;1561.00;28846.00;242.00;3212.00;15.0000;0.0070;324600;CORRECT;0;1;OK
5764;ВКОП;ВКОП 56-355-140-4;ВКОП 56-355-140;1120;2525.00;7343.00;135.00;3046.00;3.0000;0.0316;283800;CORRECT;0;1;OK
5765;ВР;ВР 50-315-125-4;ВР 50-315-125;1000;2127.00;10219.00;269.00;907.00;5.5000;0.0289;235500;NEEDS CHECK;0;1;OK
5766;ВЦ;ВЦ 30-160-050-3;ВЦ 30-160-050;500;3430.00;14571.00;504.00;2550.00;0.2500;1.9208;294200;NEEDS CHECK;0;1;OK
5767;ВКОП;ВКОП 35-200-063-4;ВКОП 35-200-063;630;2089.00;8185.00;329.00;3524.00;1.5000;0.1273;111700;CORRECT;0;1;OK
5768;УВО;УВО 30-160-040-4;УВО 30-160-040;400;3548.00;27453.00;149.00;1533.00;4.0000;0.0367;82100;CORRECT;0;1;OK
5769;ВР;ВР 45-280-100-4;ВР 45-280-100;900;1841.00;21691.00;463.00;1490.00;5.5000;0.0430;332200;CORRECT;0;1;OK
5770;ВО;ВО 40-250-080-4;ВО 40-250-080;800;470.00;12134.00;253.00;3145.00;5.5000;0.0060;273200;CORRECT;0;1;OK
5771;УВО;УВО 56-355-140-3;УВО 56-355-140;1120;2430.00;25675.00;281.00;1039.00;7.5000;0.0253;85800;CORRECT;0;1;OK
5772;Ц;Ц 50-315-125-5;Ц 50-315-125;1000;3627.00;20072.00;157.00;2632.00;5.5000;0.0288;215500;CORRECT;0;1;OK
5773;УВО;УВО 30-160-040-4;УВО 30-160-040;400;921.00;11514.00;455.00;790.00;5.5000;0.0212;243600;NEEDS CHECK;0;1;OK
5774;ВР;ВР 40-250-080-1;ВР 40-250-080;800;570.00;8200.00;182.00;2610.00;15.0000;0.0019;45000;NEEDS CHECK;0;1;OK
5775;ВО;ВО 50-315-125-2;ВО 50-315-125;1000;2055.00;19963.00;338.00;1985.00;5.5000;0.0351;279400;CORRECT;0;1;OK
5776;ВО;ВО 30-160-050-3;ВО 30-160-050;500;1427.00;20613.00;351.00;2181.00;11.0000;0.0126;91800;CORRECT;0;1;OK
5777;УВО;УВО 30-160-040-5;УВО 30-160-040;400;2290.00;16034.00;170.00;1424.00;0.2500;0.4326;332700;CORRECT;0;1;OK
